"","Start_time","End_time","Finished","Respondent_group","Screening","Condition","Consent","Reason_nc","Check_group","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Gender","Occupation","Occupation_other","Religiousness","Feedback","Target"
"106","5/14/2014 3:05","5/14/2014 3:08","1","Educated",NA,"Educated_Scientists","1",NA,"2",6,4,2,6,6,6,4,6,6,5,5,5,6,4,2,4,4,3,"187","64","1","7","management","41",NA,"Scientists"
"107","5/14/2014 3:09","5/14/2014 3:13","1","Educated",NA,"Educated_Scientists","1",NA,"1",2,2,2,6,3,5,2,1,4,2,1,5,2,1,1,1,2,2,"187","32","1","7","Retired","41",NA,"Scientists"
"108","5/14/2014 3:09","5/14/2014 3:14","1","Educated",NA,"Educated_Educated","1",NA,"1",3,2,3,3,5,5,5,4,5,5,6,3,6,5,6,4,3,3,"187","60","2","7","Consulting Director","42",NA,"Educated"
"109","5/14/2014 3:13","5/14/2014 3:16","1","Educated",NA,"Educated_Scientists","1",NA,"1",4,6,3,6,6,7,7,6,6,5,3,4,6,4,3,4,4,3,"187","52","2","7","financial analyst","39",NA,"Scientists"
"110","5/14/2014 3:13","5/14/2014 3:16","1","Educated",NA,"Educated_Educated","1",NA,"2",7,4,3,7,7,6,4,4,6,3,1,5,4,5,4,4,6,4,"187","43","1","7","Librarian","38",NA,"Educated"
"111","5/14/2014 3:14","5/14/2014 3:18","1","Educated",NA,"Educated_Educated","1",NA,"1",3,3,3,3,2,2,5,3,6,2,5,2,1,1,2,2,2,2,"187","36","1","7","construction","44",NA,"Educated"
"112","5/14/2014 3:21","5/14/2014 3:27","1","Educated",NA,"Educated_Educated","1",NA,"1",4,3,3,5,6,5,4,4,4,2,2,3,6,5,5,4,5,3,"187","31","2","7",NA,"44",NA,"Educated"
"113","5/14/2014 3:24","5/14/2014 3:28","1","Educated",NA,"Educated_Scientists","1",NA,"2",3,3,6,6,7,7,7,6,5,6,6,7,3,3,3,3,5,5,"187","26","2","7","retail","41",NA,"Scientists"
"114","5/14/2014 3:23","5/14/2014 3:28","1","Educated",NA,"Educated_Scientists","1",NA,"2",2,4,4,4,6,4,4,4,4,3,3,5,4,4,4,4,4,4,"187","18","1","7","teacher","40",NA,"Scientists"
"115","5/14/2014 3:25","5/14/2014 3:31","1","Educated",NA,"Educated_Educated","1",NA,"2",7,6,5,6,7,6,5,7,6,6,5,5,7,6,4,4,3,2,"187","61","2","7","freelance writer","38",NA,"Educated"
"116","5/14/2014 3:24","5/14/2014 3:32","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,6,3,6,5,7,6,6,7,3,3,3,7,6,7,7,3,4,"187","32","1","7","Retired","39",NA,"Scientists"
"117","5/14/2014 3:29","5/14/2014 3:34","1","Educated",NA,"Educated_Educated","1",NA,"1",4,3,2,5,5,4,4,5,3,4,2,4,5,3,4,4,4,3,"187","35","2","7","Teacher","43",NA,"Educated"
"118","5/14/2014 3:29","5/14/2014 3:34","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,7,3,5,3,5,5,3,5,4,4,3,7,3,6,2,2,3,"187","32","1","7","Computer Science","43",NA,"Scientists"
"119","5/14/2014 3:34","5/14/2014 3:37","1","Educated",NA,"Educated_Educated","1",NA,"4",3,3,4,2,2,2,3,3,4,3,3,2,3,4,4,3,3,4,"187","18","1","6",NA,"40",NA,"Educated"
"120","5/14/2014 3:34","5/14/2014 3:37","1","Educated",NA,"Educated_Scientists","1",NA,"1",5,5,5,6,6,6,6,5,5,4,4,6,6,5,5,5,6,4,"187","33","2","7","educator","43",NA,"Scientists"
"121","5/14/2014 3:30","5/14/2014 3:38","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,6,4,7,6,6,6,6,7,6,7,7,6,6,6,7,6,4,"187","69","2","7","Unemployed","39",NA,"Scientists"
"122","5/14/2014 3:34","5/14/2014 3:38","1","Educated",NA,"Educated_Educated","1",NA,"2",5,4,4,4,4,4,4,6,4,3,3,4,4,4,4,4,4,4,"187","52","1","7","administration","43",NA,"Educated"
"123","5/14/2014 3:36","5/14/2014 3:39","1","Educated",NA,"Educated_Educated","1",NA,"2",4,5,4,5,6,5,5,5,3,5,5,5,6,4,3,3,4,5,"187","48","1","7","program director","43",NA,"Educated"
"124","5/14/2014 3:31","5/14/2014 3:39","1","Educated",NA,"Educated_Scientists","1",NA,"1",3,3,4,4,4,4,2,3,2,4,4,4,4,3,4,3,4,3,"187","51","1","7","retail","39",NA,"Scientists"
"125","5/14/2014 3:29","5/14/2014 3:39","1","Educated",NA,"Educated_Educated","1",NA,"1",6,5,4,5,6,7,5,6,6,7,2,4,5,5,6,4,4,2,"187","58","1","7","manager","40",NA,"Educated"
"126","5/14/2014 3:38","5/14/2014 3:40","1","Educated",NA,"Educated_Scientists","1",NA,"1",5,4,4,7,5,7,4,4,6,5,5,5,5,4,4,5,5,5,"187","58","1","7","Analyst","38",NA,"Scientists"
"127","5/14/2014 3:36","5/14/2014 3:41","1","Educated",NA,"Educated_Scientists","1",NA,"1",5,6,6,7,6,6,7,5,5,3,6,4,5,5,5,3,4,4,"187","23","2","7","Retired","40",NA,"Scientists"
"128","5/14/2014 3:37","5/14/2014 3:41","1","Educated",NA,"Educated_Educated","1",NA,"1",6,6,7,6,7,7,7,6,6,6,7,6,7,6,6,6,6,5,"187","67","2","7",NA,"43",NA,"Educated"
"129","5/14/2014 3:39","5/14/2014 3:42","1","Educated",NA,"Educated_Educated","1",NA,"1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"187","39","2","7","homemaker","38",NA,"Educated"
"130","5/14/2014 3:40","5/14/2014 3:43","1","Educated",NA,"Educated_Scientists","1",NA,"1",4,7,4,7,7,7,7,4,7,7,7,7,7,4,4,4,4,4,"187","47","2","7","unemployed","41",NA,"Scientists"
"131","5/14/2014 3:41","5/14/2014 3:45","1","Educated",NA,"Educated_Educated","1",NA,"4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"187","40","1","7","business","38",NA,"Educated"
"132","5/14/2014 3:42","5/14/2014 3:46","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,6,4,7,5,6,6,5,5,4,5,6,5,5,5,6,5,4,"187","45","2","7","Artist, jewelry maker, writer","40",NA,"Scientists"
"133","5/14/2014 3:41","5/14/2014 3:49","1","Educated",NA,"Educated_Scientists","1",NA,"2",5,6,4,7,6,7,4,4,6,4,5,6,6,4,4,4,6,4,"187","29","2","7","retired RN","43",NA,"Scientists"
"134","5/14/2014 3:47","5/14/2014 3:52","1","Educated",NA,"Educated_Scientists","1",NA,"2",6,5,5,6,4,6,6,6,2,4,4,5,5,5,6,6,4,2,"187","43","2","7","educator","40",NA,"Scientists"
"135","5/14/2014 3:49","5/14/2014 3:55","1","Educated",NA,"Educated_Educated","1",NA,"1",5,5,4,5,7,6,5,5,6,1,1,4,5,4,4,5,6,4,"187","65","1","7","Freelance Writer","38",NA,"Educated"
"136","5/14/2014 3:51","5/14/2014 3:55","1","Educated",NA,"Educated_Educated","1",NA,"2",5,2,1,3,5,4,4,6,5,5,2,3,6,3,4,2,4,3,"187","48","1","7","Retired finance director","40",NA,"Educated"
"137","5/14/2014 3:57","5/14/2014 4:00","1","Educated",NA,"Educated_Scientists","1",NA,"1",1,2,2,2,2,2,2,2,1,4,1,5,2,2,2,1,2,2,"187","59","2","7","None","43",NA,"Scientists"
"138","5/14/2014 3:58","5/14/2014 4:03","1","Educated",NA,"Educated_Educated","1",NA,"1",4,4,4,4,5,4,4,4,4,4,4,2,3,3,4,4,4,4,"187","64","1","7","analyst","39",NA,"Educated"
"139","5/14/2014 3:42","5/14/2014 4:06","1","Educated",NA,"Educated_Educated","1",NA,"1",4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,"187","62","2","7","RN","39",NA,"Educated"
"140","5/14/2014 3:57","5/14/2014 4:12","1","Educated",NA,"Educated_Scientists","1",NA,"1",7,6,7,4,7,5,7,5,6,4,6,7,6,6,4,6,7,5,"187","54","2","6",NA,"43",NA,"Scientists"
"141","5/14/2014 4:09","5/14/2014 4:13","1","Educated",NA,"Educated_Educated","1",NA,"1",4,5,6,6,6,7,6,4,6,5,1,5,2,4,4,4,2,4,"187","49","1","7","programmer","38",NA,"Educated"
"142","5/14/2014 4:07","5/14/2014 4:14","1","Educated",NA,"Educated_Scientists","1",NA,"4",2,5,5,5,5,5,2,4,2,3,4,3,5,2,2,2,2,4,"187","48","1","7","Legal","40",NA,"Scientists"
"143","5/14/2014 4:13","5/14/2014 4:15","1","Educated",NA,"Educated_Scientists","1",NA,"1",7,6,6,7,4,6,7,6,5,6,5,5,7,6,6,7,7,7,"187","60","1","7","Police Dispatcher","39",NA,"Scientists"
"144","5/14/2014 4:01","5/14/2014 4:16","1","Educated",NA,"Educated_Educated","1",NA,"2",5,6,5,5,3,6,5,5,5,3,2,2,3,2,2,2,3,2,"187","37","2","7","Civil service","43",NA,"Educated"
"145","5/14/2014 4:15","5/14/2014 4:19","1","Educated",NA,"Educated_Educated","1",NA,"2",2,2,2,3,2,5,2,2,2,2,5,2,2,2,3,2,2,2,"187","51","2","7","Office admin","44",NA,"Educated"
"146","5/14/2014 4:14","5/14/2014 4:22","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,5,7,4,7,6,4,6,6,5,6,5,5,7,4,7,5,6,"187","54","2","6",NA,"43",NA,"Scientists"
"147","5/14/2014 4:20","5/14/2014 4:23","1","Educated",NA,"Educated_Educated","1",NA,"1",5,5,6,6,7,7,5,6,7,5,6,6,6,6,7,6,7,4,"187","14","1","7","Director","38",NA,"Educated"
"148","5/14/2014 4:19","5/14/2014 4:23","1","Educated",NA,"Educated_Educated","1",NA,"2",5,6,5,6,5,6,4,6,6,2,2,3,6,5,6,6,5,3,"187","41","1","7","engineer","43",NA,"Educated"
"149","5/14/2014 4:10","5/14/2014 4:23","1","Educated",NA,"Educated_Scientists","1",NA,"1",7,7,4,6,7,7,7,7,4,7,7,7,7,5,7,6,7,6,"187","58","2","7","actress","40",NA,"Scientists"
"150","5/14/2014 4:22","5/14/2014 4:24","1","Educated",NA,"Educated_Educated","1",NA,"1",6,6,2,6,6,5,3,5,6,6,6,5,5,2,4,6,6,2,"187","67","2","7","cma","42",NA,"Educated"
"151","5/14/2014 4:18","5/14/2014 4:25","1","Educated",NA,"Educated_Scientists","1",NA,"1",2,3,1,7,6,5,1,3,3,3,2,6,5,3,3,3,3,1,"187","64","2","7","Store Manager","40",NA,"Scientists"
"152","5/14/2014 4:24","5/14/2014 4:27","1","Educated",NA,"Educated_Educated","1",NA,"1",2,2,3,4,3,6,4,3,2,3,1,4,5,1,1,1,4,1,"187","63","2","7","secretary","38",NA,"Educated"
"153","5/14/2014 4:25","5/14/2014 4:28","1","Educated",NA,"Educated_Scientists","1",NA,"1",7,7,4,4,7,7,7,7,7,1,1,4,7,7,7,7,7,4,"187","27","1","7","retired educator","39",NA,"Scientists"
"154","5/14/2014 4:22","5/14/2014 4:31","1","Educated",NA,"Educated_Scientists","1",NA,"1",7,6,5,6,6,5,7,7,7,7,4,6,5,6,6,6,4,5,"187","57","2","6",NA,"43",NA,"Scientists"
"155","5/14/2014 4:21","5/14/2014 4:31","1","Educated",NA,"Educated_Educated","1",NA,"1",6,6,5,5,2,2,6,6,5,4,5,5,6,5,7,6,6,6,"187","70","1","7","Professional ","43",NA,"Educated"
"156","5/14/2014 4:11","5/14/2014 4:32","1","Educated",NA,"Educated_Educated","1",NA,"4",5,5,2,6,6,6,6,6,4,5,3,6,7,7,3,4,6,5,"187","69","2","7","manager","43",NA,"Educated"
"157","5/14/2014 4:28","5/14/2014 4:32","1","Educated",NA,"Educated_Scientists","1",NA,"1",5,5,5,6,5,6,7,6,7,6,7,6,5,6,5,6,6,5,"187","65","1","7","CFO","40",NA,"Scientists"
"158","5/14/2014 4:30","5/14/2014 4:33","1","Educated",NA,"Educated_Educated","1",NA,"4",5,5,5,5,5,5,5,6,7,5,4,4,6,4,4,5,4,4,"187","60","1","7",NA,"39",NA,"Educated"
"159","5/14/2014 4:37","5/14/2014 4:42","1","Educated",NA,"Educated_Educated","1",NA,"1",6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,"187","56","2","7","PROFEESONAL","42",NA,"Educated"
"160","5/14/2014 4:37","5/14/2014 4:43","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,6,7,7,5,6,5,5,7,7,7,4,7,6,5,6,7,7,"187","54","2","6",NA,"43",NA,"Scientists"
"161","5/14/2014 4:45","5/14/2014 4:49","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,7,6,7,6,6,4,6,6,5,5,6,7,6,6,6,6,7,"187","41","1","7","Banker","38",NA,"Scientists"
"162","5/14/2014 4:49","5/14/2014 4:53","1","Educated",NA,"Educated_Educated","1",NA,"1",6,6,6,6,6,6,2,6,6,6,5,3,6,6,6,6,6,6,"187","31","1","7","retired","43",NA,"Educated"
"163","5/14/2014 4:50","5/14/2014 4:54","1","Educated",NA,"Educated_Educated","1",NA,"1",5,4,4,5,5,4,4,4,4,5,4,4,4,4,4,3,4,4,"187","57","2","7","housewife","44",NA,"Educated"
"164","5/14/2014 4:50","5/14/2014 4:54","1","Educated",NA,"Educated_Scientists","1",NA,"2",6,6,4,5,6,6,6,5,5,5,5,6,5,5,4,6,4,6,"187","41","2","7","Educator","43",NA,"Scientists"
"165","5/14/2014 4:26","5/14/2014 5:02","1","Educated",NA,"Educated_Scientists","1",NA,"1",3,3,4,6,5,5,3,3,5,4,5,4,3,3,3,3,3,2,"187","34","2","7","accountant","38",NA,"Scientists"
"166","5/14/2014 5:00","5/14/2014 5:02","1","Educated",NA,"Educated_Scientists","1",NA,"2",4,6,5,5,4,5,4,4,6,6,5,6,5,6,6,6,5,5,"187","57","1","6",NA,"43",NA,"Scientists"
"167","5/14/2014 4:54","5/14/2014 5:04","1","Educated",NA,"Educated_Scientists","1",NA,"2",4,4,4,6,4,6,5,4,5,4,3,4,5,4,4,4,5,3,"187","26","1","7","Retired Teacher","42",NA,"Scientists"
"168","5/14/2014 3:27","5/14/2014 5:10","1","Educated",NA,"Educated_Educated","1",NA,"2",7,6,4,7,6,6,6,7,7,5,5,6,4,1,1,4,4,1,"187","56","1","7","waiter","38",NA,"Educated"
"169","5/14/2014 5:06","5/14/2014 5:12","1","Educated",NA,"Educated_Educated","1",NA,"2",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"187","63","2","6",NA,"42",NA,"Educated"
"170","5/14/2014 5:08","5/14/2014 5:16","1","Educated",NA,"Educated_Scientists","1",NA,"1",3,4,3,6,5,3,4,4,3,4,3,4,4,3,3,3,4,3,"187","22","1","7","Pharmacist","41",NA,"Scientists"
"171","5/14/2014 5:18","5/14/2014 5:22","1","Educated",NA,"Educated_Educated","1",NA,"1",7,6,7,7,7,7,7,7,6,6,6,7,7,7,6,7,7,7,"187","67","2","7","Office manager","41",NA,"Educated"
"172","5/14/2014 5:20","5/14/2014 5:23","1","Educated",NA,"Educated_Scientists","1",NA,"1",7,7,5,6,7,6,7,7,7,4,6,6,6,4,5,6,2,2,"187","39","2","7","Administrative Ass't","39",NA,"Scientists"
"173","5/14/2014 5:20","5/14/2014 5:23","1","Educated",NA,"Educated_Educated","1",NA,"1",5,6,3,4,5,6,5,5,1,3,4,4,5,4,3,4,4,3,"187","59","2","7","childcare provider","44",NA,"Educated"
"174","5/14/2014 5:26","5/14/2014 5:29","1","Educated",NA,"Educated_Scientists","1",NA,"2",6,6,3,7,7,7,6,7,7,7,7,7,7,4,4,5,4,2,"187","19","1","7","retired","44",NA,"Scientists"
"175","5/14/2014 5:39","5/14/2014 5:44","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,6,5,6,5,4,6,6,6,5,5,5,6,4,5,6,6,5,"187","26","2","7","accountant","44",NA,"Scientists"
"176","5/14/2014 5:41","5/14/2014 5:44","1","Educated",NA,"Educated_Educated","1",NA,"1",5,4,3,2,6,4,5,5,6,1,2,3,5,3,4,4,5,1,"187","28","1","7","Retired","42",NA,"Educated"
"177","5/14/2014 5:42","5/14/2014 5:45","1","Educated",NA,"Educated_Scientists","1",NA,"1",4,4,4,7,4,5,4,4,4,5,1,6,7,4,4,4,4,4,"187","38","2","7","teacher","44",NA,"Scientists"
"178","5/14/2014 5:42","5/14/2014 5:46","1","Educated",NA,"Educated_Educated","1",NA,"1",5,6,2,6,7,7,5,6,5,2,2,6,6,2,5,6,6,2,"187","41","1","7","Information technology","38",NA,"Educated"
"179","5/14/2014 5:38","5/14/2014 5:48","1","Educated",NA,"Educated_Educated","1",NA,"2",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"187","40","1","7","police","38",NA,"Educated"
"180","5/14/2014 5:46","5/14/2014 5:48","1","Educated",NA,"Educated_Educated","1",NA,"2",6,5,4,5,5,5,5,6,5,6,4,6,6,5,2,4,5,2,"187","41","2","7","developer","38",NA,"Educated"
"181","5/14/2014 5:38","5/14/2014 5:49","1","Educated",NA,"Educated_Educated","1",NA,"1",4,3,2,4,4,4,4,3,4,2,2,5,4,2,2,2,2,4,"187","36","2","7","Teacher","42",NA,"Educated"
"182","5/14/2014 5:42","5/14/2014 5:53","1","Educated",NA,"Educated_Scientists","1",NA,"1",7,7,7,7,5,7,7,7,7,7,7,7,7,4,6,7,7,7,"187","32","2","7","Retired Teacher","41",NA,"Scientists"
"183","5/14/2014 4:58","5/14/2014 5:53","1","Educated",NA,"Educated_Educated","1",NA,"1",5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,"187","46","2","7","uemployed","42",NA,"Educated"
"184","5/14/2014 5:53","5/14/2014 5:57","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,5,5,6,6,7,7,6,7,6,6,6,6,6,6,5,5,5,"187","48","2","7",NA,"38",NA,"Scientists"
"185","5/14/2014 5:53","5/14/2014 5:58","1","Educated",NA,"Educated_Scientists","1",NA,"2",7,7,7,6,6,6,7,7,6,6,5,6,7,7,7,7,7,4,"187","11","1","6",NA,"44",NA,"Scientists"
"186","5/14/2014 5:56","5/14/2014 6:00","1","Educated",NA,"Educated_Educated","1",NA,"1",5,2,2,6,6,6,4,2,1,6,4,5,6,7,7,5,5,6,"187","44","1","7","Unemployed","44",NA,"Educated"
"187","5/14/2014 6:03","5/14/2014 6:05","1","Educated",NA,"Educated_Scientists","1",NA,"1",5,7,7,7,7,7,6,7,7,4,4,6,7,7,7,7,7,7,"187","31","1","7","purchasing agent","44",NA,"Scientists"
"188","5/14/2014 6:05","5/14/2014 6:08","1","Educated",NA,"Educated_Educated","1",NA,"2",6,4,4,4,5,5,5,4,4,4,4,5,5,4,4,3,5,5,"187","36","1","7","executive","41",NA,"Educated"
"189","5/14/2014 6:07","5/14/2014 6:10","1","Educated",NA,"Educated_Educated","1",NA,"4",5,6,5,5,5,5,5,6,5,3,3,2,4,5,4,2,5,4,"187","34","1","7","accountant","39",NA,"Educated"
"190","5/14/2014 6:12","5/14/2014 6:14","1","Educated",NA,"Educated_Scientists","1",NA,"2",6,4,3,6,6,6,5,3,3,5,4,6,4,4,3,4,4,4,"187","56","2","7",NA,"43",NA,"Scientists"
"191","5/14/2014 6:13","5/14/2014 6:16","1","Educated",NA,"Educated_Educated","1",NA,"4",6,5,5,4,6,6,5,5,6,2,4,4,6,4,6,4,2,5,"187","35","1","6",NA,"41",NA,"Educated"
"192","5/14/2014 6:15","5/14/2014 6:19","1","Educated",NA,"Educated_Scientists","1",NA,"4",5,6,4,5,5,5,4,6,5,5,5,5,5,5,5,5,6,5,"128","63","2","6",NA,"42",NA,"Scientists"
"193","5/14/2014 6:18","5/14/2014 6:20","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,6,4,6,5,7,6,5,5,6,5,6,6,7,7,6,4,4,"187","54","2","6",NA,"38",NA,"Scientists"
"194","5/14/2014 6:24","5/14/2014 6:25","1","Educated",NA,"Educated_Educated","1",NA,"1",6,7,6,6,6,7,6,7,7,6,7,6,7,6,7,7,6,7,"187","42","2","7","DISABLED","44",NA,"Educated"
"195","5/14/2014 6:20","5/14/2014 6:25","1","Educated",NA,"Educated_Educated","1",NA,"4",7,7,4,7,6,7,7,7,6,6,7,6,7,7,7,6,7,7,"187","72","2","7","Professional ","42",NA,"Educated"
"196","5/14/2014 6:26","5/14/2014 6:28","1","Educated",NA,"Educated_Scientists","1",NA,"1",7,7,6,7,7,7,6,7,7,5,5,6,7,7,7,7,7,7,"187","48","1","6",NA,"44",NA,"Scientists"
"197","5/14/2014 6:48","5/14/2014 6:52","1","Educated",NA,"Educated_Scientists","1",NA,"1",5,6,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,"187","65","1","6",NA,"42",NA,"Scientists"
"198","5/14/2014 6:55","5/14/2014 6:58","1","Educated",NA,"Educated_Educated","1",NA,"1",5,5,5,5,5,5,3,4,5,4,5,3,4,3,3,4,5,3,"187","37","1","7","Director","41",NA,"Educated"
"199","5/14/2014 6:56","5/14/2014 6:59","1","Educated",NA,"Educated_Scientists","1",NA,"1",5,6,4,7,1,5,4,1,7,5,5,7,6,6,7,4,5,7,"187","55","1","7","Surveys","44",NA,"Scientists"
"200","5/14/2014 6:55","5/14/2014 7:00","1","Educated",NA,"Educated_Scientists","1",NA,"1",5,3,2,6,6,5,3,5,5,5,6,5,5,5,5,5,5,3,"187","63","1","7","none","42",NA,"Scientists"
"201","5/14/2014 6:51","5/14/2014 7:01","1","Educated",NA,"Educated_Educated","1",NA,"1",3,2,1,2,5,5,4,1,5,6,2,1,2,2,1,1,1,1,"187","51","2","7","Administrative Assistant","44",NA,"Educated"
"202","5/14/2014 7:01","5/14/2014 7:04","1","Educated",NA,"Educated_Educated","1",NA,"2",4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,3,"187","37","1","7","retired","39",NA,"Educated"
"203","5/14/2014 7:09","5/14/2014 7:11","1","Educated",NA,"Educated_Educated","1",NA,"1",3,4,3,6,5,6,4,5,5,5,6,6,4,2,2,3,5,1,"187","53","2","7","dance teacher","43",NA,"Educated"
"204","5/14/2014 7:05","5/14/2014 7:14","1","Educated",NA,"Educated_Educated","1",NA,"1",5,6,4,5,4,4,4,6,5,3,5,4,5,4,6,4,4,4,"187","57","1","7","temp, freelance film crewman","43",NA,"Educated"
"205","5/14/2014 7:13","5/14/2014 7:16","1","Educated",NA,"Educated_Scientists","1",NA,"2",7,6,6,7,6,7,6,6,6,4,6,6,6,6,6,6,6,4,"187","33","1","7","computer engineer","38",NA,"Scientists"
"206","5/14/2014 7:05","5/14/2014 7:22","1","Educated",NA,"Educated_Scientists","1",NA,"1",5,4,3,5,5,4,5,5,5,5,6,6,4,4,4,3,3,4,"187","52","1","7","protectio","44",NA,"Scientists"
"207","5/14/2014 7:37","5/14/2014 7:44","1","Educated",NA,"Educated_Educated","1",NA,"2",4,4,3,4,5,5,4,4,4,5,3,5,4,4,4,4,4,4,"187","53","1","7","physical therapist assistant","43",NA,"Educated"
"208","5/14/2014 7:47","5/14/2014 7:52","1","Educated",NA,"Educated_Educated","1",NA,"1",4,5,4,5,5,6,5,6,4,4,3,4,6,4,4,4,4,4,"187","56","2","7","Registered Nurse","44",NA,"Educated"
"209","5/14/2014 7:47","5/14/2014 7:52","1","Educated",NA,"Educated_Scientists","1",NA,"1",6,6,3,4,5,6,6,6,6,2,5,3,6,6,7,5,4,4,"187","19","1","7","retired","38",NA,"Scientists"
"210","5/14/2014 8:01","5/14/2014 8:04","1","Educated",NA,"Educated_Scientists","1",NA,"2",5,5,4,7,5,6,5,4,4,5,5,5,6,4,4,4,6,5,"187","66","2","7","EMT","44",NA,"Scientists"
"211","5/14/2014 8:03","5/14/2014 8:11","1","Educated",NA,"Educated_Educated","1",NA,"2",4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,"187","64","1","7","medical student","38",NA,"Educated"
