V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,vid,gc,quota,Respondent_Group,term,Screening,Condition,Intro,Consent,Reason_NC,CheckGroup,Intro_S,Q1_S_Ob,Q2_S_Ob,Q3_S_Ob,Q4_S,Q5_S_Ra,Q6_S_Ra,Q7_S_Op,Q8_S_Op,Q9_S_Op,Q10_S_IQ,Q11_S_IQ,Q12_S_IQ,Q13_S_In,Q14_S_In,Q15_S_In,Q16_S_Co,Q17_S_Co,Q18_S_Co,Intro_H,Q1_H_Ob,Q2_H_Ob,Q3_H_Ob,Q4_H_Ra,Q5_H_Ra,Q6_H_Ra,Q7_H_Op,Q8_H_Op,Q9_H_Op,Q10_H_IQ,Q11_H_IQ,Q12_H_IQ,Q13_H_In,Q14_H_In,Q15_H_In,Q16_H_Co,Q17_H_Co,Q18_H_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_gender,Dem_occup,Dem_occup_TEXT,Dem_relig,Feedback,DO-BR-FL_19,DO-BL-Scientists,DO-BL-Highly_educated_people,LocationLatitude,LocationLongitude,LocationAccuracy
R_3R8OtsibQUoEZPD,Default Response Set,Anonymous,,,173.76.35.182,0,5/14/2014 4:58,5/14/2014 5:53,1,658309a4-bdab-44dc-aee7-165ca25bc61e,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,187,46,2,7,uemployed,42,,,,,,,
R_0xigw83T4hADxu5,Default Response Set,Anonymous,,,70.192.2.234,0,5/14/2014 5:53,5/14/2014 5:57,1,d4bcb649-b51d-4b8c-b0d9-4977b7e7a9e5,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,5,5,6,6,7,7,6,7,6,6,6,6,6,6,5,5,5,,,,,,,,,,,,,,,,,,,,1,187,48,2,7,,38,,,,,,,
R_3EO0e0f06L194Ed,Default Response Set,Anonymous,,,75.1.98.115,0,5/14/2014 5:53,5/14/2014 5:58,1,4ca89c34-cab9-4516-bdc1-564b9016608a,1,,Educated,,,Educated_Scientists,1,1,,2,1,7,7,7,6,6,6,7,7,6,6,5,6,7,7,7,7,7,4,,,,,,,,,,,,,,,,,,,,1,187,11,1,6,,44,,,,,,,
R_77lfmu8GwwuuuZ7,Default Response Set,Anonymous,,,65.32.166.35,0,5/14/2014 5:56,5/14/2014 6:00,1,c8d61c4d-bd66-4221-ae81-6784464e99ff,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,2,2,6,6,6,4,2,1,6,4,5,6,7,7,5,5,6,1,187,44,1,7,Unemployed,44,,,,,,,
R_bxyLRkucnAS8wXb,Default Response Set,Anonymous,,,172.5.192.223,0,5/14/2014 6:03,5/14/2014 6:05,1,51d83cb5-72bc-4dd8-8ac3-d17a0bb672d3,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,7,7,7,7,7,6,7,7,4,4,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,1,187,31,1,7,purchasing agent,44,,,,,,,
R_8pO78Li2qjthN09,Default Response Set,Anonymous,,,99.51.66.9,0,5/14/2014 6:05,5/14/2014 6:08,1,5cc631c7-358a-4605-af54-4926297ba490,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,6,4,4,4,5,5,5,4,4,4,4,5,5,4,4,3,5,5,1,187,36,1,7,executive,41,,,,,,,
R_3Q4wG5irec2jImF,Default Response Set,Anonymous,,,74.70.213.63,0,5/14/2014 6:07,5/14/2014 6:10,1,d03427c0-ba79-489c-9c8f-dc0c0fb5ab2d,1,,Educated,,,Educated_Educated,1,1,,4,,,,,,,,,,,,,,,,,,,,1,5,6,5,5,5,5,5,6,5,3,3,2,4,5,4,2,5,4,1,187,34,1,7,accountant,39,,,,,,,
R_2ozNUp8m99LKiSV,Default Response Set,Anonymous,,,198.24.6.155,0,5/14/2014 6:12,5/14/2014 6:14,1,76cd89d3-47b3-4426-ace8-67d07e382840,1,,Educated,,,Educated_Scientists,1,1,,2,1,6,4,3,6,6,6,5,3,3,5,4,6,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,1,187,56,2,7,,43,,,,,,,
R_783hkR3hv5Bn9Vb,Default Response Set,Anonymous,,,107.55.24.108,0,5/14/2014 6:13,5/14/2014 6:16,1,2c8f5d48-6a98-41e8-9117-77b2048439cf,1,,Educated,,,Educated_Educated,1,1,,4,,,,,,,,,,,,,,,,,,,,1,6,5,5,4,6,6,5,5,6,2,4,4,6,4,6,4,2,5,1,187,35,1,6,,41,,,,,,,
R_40ypJu5zifmfwrz,Default Response Set,Anonymous,,,137.175.21.170,0,5/14/2014 6:15,5/14/2014 6:19,1,52d744e5-5878-4f7b-859f-560819e76e96,1,,Educated,,,Educated_Scientists,1,1,,4,1,5,6,4,5,5,5,4,6,5,5,5,5,5,5,5,5,6,5,,,,,,,,,,,,,,,,,,,,1,128,63,2,6,,42,,,,,,,
R_0JLyxpelwSXUa1v,Default Response Set,Anonymous,,,68.175.81.176,0,5/14/2014 6:18,5/14/2014 6:20,1,d170ab8d-18b3-453a-a517-e0a0f180c102,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,4,6,5,7,6,5,5,6,5,6,6,7,7,6,4,4,,,,,,,,,,,,,,,,,,,,1,187,54,2,6,,38,,,,,,,
R_51lIMGXvlD4eqcR,Default Response Set,Anonymous,,,72.188.134.93,0,5/14/2014 6:24,5/14/2014 6:25,1,87da2d51-ae3d-4616-b3db-ffb3513dee76,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,7,6,6,6,7,6,7,7,6,7,6,7,6,7,7,6,7,1,187,42,2,7,DISABLED,44,,,,,,,
R_ehfN0JEhHfeWlPn,Default Response Set,Anonymous,,,162.209.103.91,0,5/14/2014 6:20,5/14/2014 6:25,1,5b03e054-1ef0-46e7-b585-7190906f6669,1,,Educated,,,Educated_Educated,1,1,,4,,,,,,,,,,,,,,,,,,,,1,7,7,4,7,6,7,7,7,6,6,7,6,7,7,7,6,7,7,1,187,72,2,7,Professional ,42,,,,,,,
R_8rkoLWgX08dyjaZ,Default Response Set,Anonymous,,,24.176.117.4,0,5/14/2014 6:26,5/14/2014 6:28,1,df413b60-999c-4d45-8c90-6caf0b610e48,1,,Educated,,,Educated_Scientists,1,1,,1,1,7,7,6,7,7,7,6,7,7,5,5,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,1,187,48,1,6,,44,,,,,,,
R_es6CZJwOczhONX7,Default Response Set,Anonymous,,,136.0.118.89,0,5/14/2014 6:48,5/14/2014 6:52,1,40a18d92-8938-4b0d-8c52-3bcf5a3751a1,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,6,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,1,187,65,1,6,,42,,,,,,,
R_0fcQJeGeD42t1UF,Default Response Set,Anonymous,,,64.148.242.15,0,5/14/2014 6:55,5/14/2014 6:58,1,46741ce5-53bc-453c-b613-65c12f521718,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,3,4,5,4,5,3,4,3,3,4,5,3,1,187,37,1,7,Director,41,,,,,,,
R_0pUxcAl1DPfgXkx,Default Response Set,Anonymous,,,138.210.240.137,0,5/14/2014 6:56,5/14/2014 6:59,1,9750dcb2-d89b-4798-9534-85428aadecc1,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,6,4,7,1,5,4,1,7,5,5,7,6,6,7,4,5,7,,,,,,,,,,,,,,,,,,,,1,187,55,1,7,Surveys,44,,,,,,,
R_9MKdQJjIKLTa4mh,Default Response Set,Anonymous,,,70.209.0.245,0,5/14/2014 6:55,5/14/2014 7:00,1,31bf067d-3bbe-485b-8ce3-fe19fef05a3e,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,3,2,6,6,5,3,5,5,5,6,5,5,5,5,5,5,3,,,,,,,,,,,,,,,,,,,,1,187,63,1,7,none,42,,,,,,,
R_3rDhQ9wJnvEfcrj,Default Response Set,Anonymous,,,67.45.105.149,0,5/14/2014 6:51,5/14/2014 7:01,1,acd6e480-50d4-4293-8bfc-37e7063a77e8,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,3,2,1,2,5,5,4,1,5,6,2,1,2,2,1,1,1,1,1,187,51,2,7,Administrative Assistant,44,,,,,,,
R_9Fw8Qy0MK6y6JAp,Default Response Set,Anonymous,,,208.123.162.2,0,5/14/2014 7:01,5/14/2014 7:04,1,4ea29c53-0003-4c0d-ab15-2d71980881e5,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,3,1,187,37,1,7,retired,39,,,,,,,
R_24BLYAiZxFqHWi9,Default Response Set,Anonymous,,,108.46.17.114,0,5/14/2014 7:09,5/14/2014 7:11,1,f360406d-f745-4d89-878e-993c56361071,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,3,4,3,6,5,6,4,5,5,5,6,6,4,2,2,3,5,1,1,187,53,2,7,dance teacher,43,,,,,,,
R_5hyo1KGINVQrUnX,Default Response Set,Anonymous,,,108.235.145.200,0,5/14/2014 7:05,5/14/2014 7:14,1,c10179d7-0798-4418-bce0-4a4594b83504,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,6,4,5,4,4,4,6,5,3,5,4,5,4,6,4,4,4,1,187,57,1,7,"temp, freelance film crewman",43,,,,,,,
R_0jG9wTpeN4WtDO5,Default Response Set,Anonymous,,,71.229.171.171,0,5/14/2014 7:13,5/14/2014 7:16,1,6295d21d-a537-4dd1-85e2-4a43d220736a,1,,Educated,,,Educated_Scientists,1,1,,2,1,7,6,6,7,6,7,6,6,6,4,6,6,6,6,6,6,6,4,,,,,,,,,,,,,,,,,,,,1,187,33,1,7,computer engineer,38,,,,,,,
R_8jGqnvIetNq8Nox,Default Response Set,Anonymous,,,24.90.50.120,0,5/14/2014 7:05,5/14/2014 7:22,1,bfb1e388-2220-439b-83ba-900f2836f2b7,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,4,3,5,5,4,5,5,5,5,6,6,4,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,1,187,52,1,7,protectio,44,,,,,,,
R_2mejno5nKmVjhnD,Default Response Set,Anonymous,,,24.17.156.24,0,5/14/2014 7:37,5/14/2014 7:44,1,0b9d029d-d4f1-4024-b06e-41bff82c642b,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,4,4,3,4,5,5,4,4,4,5,3,5,4,4,4,4,4,4,1,187,53,1,7,physical therapist assistant,43,,,,,,,
R_50xYLlxJchE5BAN,Default Response Set,Anonymous,,,71.48.21.219,0,5/14/2014 7:47,5/14/2014 7:52,1,34d6c23d-23c0-403b-bcaa-62277a6cbbc0,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,4,5,4,5,5,6,5,6,4,4,3,4,6,4,4,4,4,4,1,187,56,2,7,Registered Nurse,44,,,,,,,
R_cGeOdXlRwO7W6pL,Default Response Set,Anonymous,,,216.201.29.67,0,5/14/2014 7:47,5/14/2014 7:52,1,c31b983d-fbe8-4804-a190-d81d361a4ea4,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,3,4,5,6,6,6,6,2,5,3,6,6,7,5,4,4,,,,,,,,,,,,,,,,,,,,1,187,19,1,7,retired,38,,,,,,,
R_bQK5r5hz7gScnU9,Default Response Set,Anonymous,,,70.177.209.198,0,5/14/2014 8:01,5/14/2014 8:04,1,8ac0599d-d07a-44c4-a822-ac1ad5c6223b,1,,Educated,,,Educated_Scientists,1,1,,2,1,5,5,4,7,5,6,5,4,4,5,5,5,6,4,4,4,6,5,,,,,,,,,,,,,,,,,,,,1,187,66,2,7,EMT,44,,,,,,,
R_bavOm5UHxw7Xsqx,Default Response Set,Anonymous,,,76.125.19.224,0,5/14/2014 8:03,5/14/2014 8:11,1,1afc440b-be2a-42c8-8cdb-c8ac93f70c09,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,1,187,64,1,7,medical student,38,,,,,,,
R_5naIYyKgZyipJd3,Default Response Set,Anonymous,,,71.60.177.144,0,5/14/2014 8:25,5/14/2014 8:35,1,b173f00e-3207-411d-bdca-b1b23ff418fb,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,6,6,4,4,5,5,4,5,5,4,4,4,4,4,1,187,62,1,7,financial services,42,,,,,,,
R_8whaQTHllOSjrPD,Default Response Set,Anonymous,,,23.118.110.169,0,5/14/2014 7:50,5/14/2014 8:42,1,ac9dcd36-c141-4458-8437-4b9b34763da8,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,7,2,7,7,7,6,6,6,4,5,4,7,5,7,7,5,4,,,,,,,,,,,,,,,,,,,,1,187,47,1,7,Hospitality,39,,,,,,,
R_ebWaE9fibEwi9sp,Default Response Set,Anonymous,,,67.255.56.106,0,5/14/2014 8:38,5/14/2014 8:44,1,6ccd2b68-1865-4a3f-ba73-5ba6a6db3f6e,1,,Educated,,,Educated_Scientists,1,1,,1,1,3,3,2,6,6,6,4,4,4,2,3,5,6,5,5,4,4,3,,,,,,,,,,,,,,,,,,,,1,187,65,1,7,administrative assistant,38,,,,,,,
R_0jtWBDQx4KCqLBP,Default Response Set,Anonymous,,,172.250.80.153,0,5/14/2014 8:45,5/14/2014 8:46,1,3ca4b538-df9c-4d39-ad80-d0982180ac82,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,7,6,6,6,7,7,6,6,6,6,7,6,6,7,7,6,6,,,,,,,,,,,,,,,,,,,,1,187,55,2,7,prof.,43,,,,,,,
R_4PdOYjUQOTXxDq5,Default Response Set,Anonymous,,,63.137.149.224,0,5/14/2014 8:52,5/14/2014 8:55,1,e07c6a27-a076-4f9a-8df0-fbc553f5c5ba,1,,Educated,,,Educated_Scientists,1,1,,2,1,6,6,1,5,6,7,6,6,6,6,4,4,6,7,6,6,6,4,,,,,,,,,,,,,,,,,,,,1,187,66,2,7,Homemaker,43,,,,,,,
R_e9Hdp2ml6L6cG5T,Default Response Set,Anonymous,,,63.137.150.235,0,5/14/2014 8:48,5/14/2014 8:57,1,b55b74f4-d371-41af-b720-546e514039da,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,6,6,6,6,6,5,6,6,5,6,5,5,5,1,187,61,1,7,system engineer,42,,,,,,,
R_cuwZ9qX6xcFjGsd,Default Response Set,Anonymous,,,99.44.221.7,0,5/14/2014 9:10,5/14/2014 9:13,1,9befe5cd-871b-437b-84c5-a0d58969221e,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,4,7,7,7,7,6,7,6,5,6,6,6,5,6,5,4,,,,,,,,,,,,,,,,,,,,1,187,70,1,7,Tutor,42,,,,,,,
R_efy1CAaapuT841T,Default Response Set,Anonymous,,,67.42.64.250,0,5/14/2014 9:32,5/14/2014 9:36,1,584a5ac8-d490-4ed8-a4a4-f3f882079745,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,5,6,4,6,6,6,6,6,5,5,3,4,4,4,3,4,4,2,1,187,38,1,7,Unemployed,43,,,,,,,
R_aY8DPkY5yuuFtop,Default Response Set,Anonymous,,,24.56.224.16,0,5/14/2014 9:36,5/14/2014 9:38,1,27906cc2-4aa3-4441-b014-8e1ecbfbb182,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,6,5,6,6,5,6,5,4,6,4,5,6,5,5,4,6,5,7,1,187,50,2,7,professional,42,,,,,,,
R_3EDRsrkEvmzJkO1,Default Response Set,Anonymous,,,99.119.253.129,0,5/14/2014 9:44,5/14/2014 9:46,1,04243c08-215c-4376-a9b4-e5325e88aa97,1,,Educated,,,Educated_Scientists,1,1,,1,1,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,187,53,1,7,manager,40,,,,,,,
R_5pcHfBKpTxULwY5,Default Response Set,Anonymous,,,75.22.37.136,0,5/14/2014 9:43,5/14/2014 9:48,1,69dd0dec-adaa-41a4-b16e-52c2826bfe8e,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,5,5,6,5,5,5,6,5,5,6,6,5,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,1,187,42,2,7,homemaker,43,,,,,,,
R_d6A4VtQrto6XNd3,Default Response Set,Anonymous,,,24.209.100.184,0,5/14/2014 9:46,5/14/2014 9:52,1,4c11475c-80b3-4687-80d0-8f58bf8a1845,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,3,2,5,6,5,4,5,4,4,3,4,4,2,4,4,3,2,1,187,51,1,7,Tech Analyst,43,,,,,,,
R_6qXFv1ncCtpsuK9,Default Response Set,Anonymous,,,99.146.98.212,0,5/14/2014 10:04,5/14/2014 10:06,1,74a37fa1-0233-4983-aa1b-bdac6b0b3c35,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,4,6,4,6,5,5,6,4,5,4,5,3,5,5,5,5,5,1,187,56,1,7,manager,41,,,,,,,
R_1ZywR6fSx32Jx8F,Default Response Set,Anonymous,,,128.54.40.242,0,5/14/2014 10:12,5/14/2014 10:14,1,4fe7bc3b-d6cf-41f3-a32b-271d3effc224,1,,Educated,,,Educated_Scientists,1,1,,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,,,,,,,,,,,,,,,,,,,,1,187,58,1,7,cop,43,,,,,,,
R_aidmVzk5lp6l0bP,Default Response Set,Anonymous,,,71.53.140.110,0,5/14/2014 10:21,5/14/2014 10:25,1,9ace90ab-28eb-4e5e-804a-e53316d5983b,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,3,5,3,3,5,5,5,5,5,5,5,3,3,3,3,3,3,3,1,187,33,1,7,Retired,40,,,,,,,
R_73Tzg3gKqCTNmKh,Default Response Set,Anonymous,,,162.243.146.252,0,5/14/2014 10:41,5/14/2014 10:43,1,105fbc2c-4cfb-41ff-aec7-04961421c83d,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,7,6,7,5,6,6,6,6,6,6,7,6,7,1,187,64,1,6,,43,,,,,,,
R_7Qc3biCg8jiMbAh,Default Response Set,Anonymous,,,74.1.228.6,0,5/14/2014 10:49,5/14/2014 10:52,1,f50869fd-ccb0-46be-a943-ae2abc60cdd3,1,,Educated,,,Educated_Scientists,1,1,,4,1,6,7,4,6,6,6,6,7,7,4,5,4,6,7,6,7,6,4,,,,,,,,,,,,,,,,,,,,1,187,47,1,7,Homemaker,38,,,,,,,
R_3TVgNZFBMg2LmrH,Default Response Set,Anonymous,,,173.0.5.174,0,5/14/2014 10:52,5/14/2014 10:54,1,9f904a36-79c9-4881-a2ba-1176d9a280da,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,6,5,5,6,3,5,6,4,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,1,187,65,2,6,,41,,,,,,,
R_bPYC5XPiwin1PtX,Default Response Set,Anonymous,,,75.125.151.196,0,5/14/2014 11:08,5/14/2014 11:09,1,44bf33ea-6b29-426a-a8c9-bc50bcab2a70,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,5,6,6,6,6,6,5,6,6,5,6,6,6,6,5,6,6,1,187,63,1,6,,43,,,,,,,
R_1FiA46dchSIYoD3,Default Response Set,Anonymous,,,192.3.135.139,0,5/14/2014 11:10,5/14/2014 11:12,1,46467c19-8dc5-497d-9d38-977082927bf3,1,,Educated,,,Educated_Scientists,1,1,,1,1,4,5,4,3,3,3,5,3,4,4,5,2,4,3,6,4,4,3,,,,,,,,,,,,,,,,,,,,1,187,49,1,6,,43,,,,,,,
R_07yS5xPhN9H4K9v,Default Response Set,Anonymous,,,209.6.146.130,0,5/14/2014 11:15,5/14/2014 11:19,1,fa1cead0-09ad-49e5-ba82-332edef34f20,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,6,3,6,4,6,5,6,6,2,3,5,6,4,4,6,6,6,1,187,69,1,7,management,38,,,,,,,
R_eR7q1Iou8RqlsXz,Default Response Set,Anonymous,,,23.19.88.131,0,5/14/2014 11:20,5/14/2014 11:21,1,fc4943b7-7cc6-4978-b337-b6502e77c787,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,6,6,6,6,5,5,6,6,6,5,6,7,6,5,6,6,7,,,,,,,,,,,,,,,,,,,,1,187,50,1,6,,43,,,,,,,
R_0cyQalbhrvxhMHz,Default Response Set,Anonymous,,,192.241.168.18,0,5/14/2014 11:25,5/14/2014 11:26,1,6c816c0b-ff24-496e-8d94-808f63be04ae,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,7,5,6,6,7,5,6,6,6,6,6,6,5,6,6,6,6,5,1,187,66,1,6,,43,,,,,,,
R_3ZTiXjW6VnX0yzz,Default Response Set,Anonymous,,,24.247.142.127,0,5/14/2014 11:23,5/14/2014 11:27,1,698ccbf9-ec89-434f-b772-12e705b90848,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,6,4,6,7,7,6,5,6,5,7,6,7,7,7,3,6,6,1,187,39,1,6,,38,,,,,,,
R_3eEuIdyTo4FdVOd,Default Response Set,Anonymous,,,70.208.137.138,0,5/14/2014 11:24,5/14/2014 11:28,1,08790284-dfaa-4b32-8cac-fb764577bac5,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,4,6,6,6,6,6,6,4,4,4,6,6,6,6,4,4,,,,,,,,,,,,,,,,,,,,1,187,37,2,7,Auditor,39,,,,,,,
R_6Dv8onqRcMt9ggd,Default Response Set,Anonymous,,,66.190.131.14,0,5/14/2014 11:30,5/14/2014 11:34,1,9dd7b813-5899-436b-a912-8d2807076a5b,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,5,6,3,6,6,5,5,5,6,5,5,6,2,3,1,187,23,1,7,,42,,,,,,,
R_0VAodU5aNWQhAgd,Default Response Set,Anonymous,,,198.199.109.5,0,5/14/2014 11:38,5/14/2014 11:41,1,e66847c9-c760-4a1e-a937-0844aaffb42d,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,6,7,6,7,7,6,6,6,7,6,7,6,7,7,6,6,,,,,,,,,,,,,,,,,,,,1,187,49,1,7,IT,43,,,,,,,
R_3jAjn45VtFIzUBn,Default Response Set,Anonymous,,,184.53.34.93,0,5/14/2014 12:11,5/14/2014 12:14,1,687421e4-f5a4-41a6-ac69-f9e4a2fe822a,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,4,5,2,6,4,6,6,5,5,6,3,3,6,6,3,2,6,3,1,187,54,2,6,,43,,,,,,,
R_6MwHLWwYUCEOwPH,Default Response Set,Anonymous,,,100.42.156.204,0,5/14/2014 12:22,5/14/2014 12:24,1,ad9a49e0-702d-4e0a-a8a4-3eb1811695f9,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,4,5,2,4,5,6,4,5,6,3,5,3,4,4,4,3,4,5,1,187,48,2,7,educator,42,,,,,,,
R_eh48cOGf4ScOOah,Default Response Set,Anonymous,,,71.122.133.54,0,5/14/2014 12:24,5/14/2014 12:27,1,674fe63b-3d7e-4f5d-9fcb-b8b830568724,1,,Educated,,,Educated_Scientists,1,1,,1,1,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,187,41,2,7,,40,,,,,,,
R_8H4YXwybZYC7i6h,Default Response Set,Anonymous,,,54.208.56.172,0,5/14/2014 12:16,5/14/2014 12:31,1,7ed8eb7e-a142-4323-955e-f6e79c89e807,1,,Educated,,,Educated_Scientists,1,1,,2,1,7,7,7,7,7,7,7,5,5,6,7,7,7,7,7,6,7,5,,,,,,,,,,,,,,,,,,,,1,187,37,2,7,Contracting Officer,44,,,,,,,
R_3reXI8DgNqquNjD,Default Response Set,Anonymous,,,192.249.63.100,0,5/14/2014 12:36,5/14/2014 12:38,1,0d76d4e9-ed2d-41e5-bab3-74f2c594605a,1,,Educated,,,Educated_Scientists,1,1,,2,1,7,7,7,7,7,6,7,7,6,6,7,6,6,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,1,187,60,1,6,,44,,,,,,,
R_099eEKGM5F5PUz3,Default Response Set,Anonymous,,,67.37.68.58,0,5/14/2014 12:34,5/14/2014 12:39,1,b340e334-692c-4991-a7ef-0dc45bc8ffa3,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,5,3,3,4,5,4,5,5,6,3,5,4,5,3,3,3,5,2,1,187,28,1,7,teacher,38,,,,,,,
R_25CfenU5l0BFc9f,Default Response Set,Anonymous,,,24.178.151.197,0,5/14/2014 12:50,5/14/2014 12:52,1,93e39a70-eb2a-4f98-9af7-118ce6d95308,1,,Educated,,,Educated_Scientists,1,1,,4,1,6,6,5,6,6,6,5,5,6,5,4,4,6,4,5,4,5,4,,,,,,,,,,,,,,,,,,,,1,187,22,1,7,retired,38,,,,,,,
R_4SdSW2DG8kUXj7f,Default Response Set,Anonymous,,,96.11.189.202,0,5/14/2014 12:50,5/14/2014 12:53,1,b4c9715e-1c74-4b1b-9705-4b5224703bb0,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,6,2,6,3,5,3,6,3,5,1,3,6,1,2,2,2,2,1,187,58,2,7,Licensed Social Worker,43,,,,,,,
R_6fLZZd5ylgYLCgR,Default Response Set,Anonymous,,,72.69.76.157,0,5/14/2014 12:52,5/14/2014 12:56,1,7c2903cc-0706-4e04-8c27-f4984a140b02,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,4,4,5,6,4,6,4,4,6,5,7,6,5,4,6,6,4,3,1,187,56,2,7,homemaker,44,,,,,,,
R_0Opg5TMh1Lgktet,Default Response Set,Anonymous,,,69.204.112.153,0,5/14/2014 12:55,5/14/2014 13:00,1,d41cd695-a4cf-4c87-87f8-f763f7d690f5,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,5,2,4,6,5,2,5,5,2,1,2,5,5,3,5,3,6,,,,,,,,,,,,,,,,,,,,1,187,36,1,7,retired,43,,,,,,,
R_5dKwkpopJAUamLb,Default Response Set,Anonymous,,,107.201.190.88,0,5/14/2014 13:12,5/14/2014 13:15,1,1e071f88-91fe-4bd5-a10c-956dee8f33f2,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,4,4,3,4,3,4,4,3,3,4,5,3,4,4,4,3,3,3,1,187,41,1,7,engineer,42,,,,,,,
R_9KYMx5mNAUgbjYV,Default Response Set,Anonymous,,,107.183.242.232,0,5/14/2014 13:16,5/14/2014 13:17,1,ac636415-050e-4a8b-963f-f4f0a33acfd7,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,7,6,6,5,6,7,6,6,6,7,7,7,6,7,6,6,5,,,,,,,,,,,,,,,,,,,,1,187,49,1,7,IT,43,,,,,,,
